airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,6224
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,12692
Air Asia,2019-06-27,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,3807
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1,No Info,16079
Jet Airways,2019-04-15,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Multiple Carriers,2019-06-27,Delhi,Cochin,11:40:00,01:30:00,830,1,In-flight meal not included,5797
Air India,2019-05-21,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,20:45:00,1485,1,In-flight meal not included,10844
Indigo,2019-05-12,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,4332
Air India,2019-06-12,Kolkata,Banglore,09:10:00,11:05:00,1555,2,No Info,6117
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,6540
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,20:45:00,740,1,No Info,14781
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,04:25:00,550,1,In-flight meal not included,10262
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,20:20:00,1640,1,No Info,8610
Spicejet,2019-04-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,4439
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,No Info,13626
Goair,2019-04-18,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,5048
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,12:35:00,1045,2,No Info,15129
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
Jet Airways,2019-05-03,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,7229
Vistara,2019-06-01,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,4668
Jet Airways,2019-06-12,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,10262
Goair,2019-06-24,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,3514
Air India,2019-06-06,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,13381
Jet Airways,2019-03-01,Banglore,Delhi,11:40:00,05:05:00,1045,1,No Info,22270
Air India,2019-03-09,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,10945
Goair,2019-04-01,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,4563
Indigo,2019-04-09,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6573
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2,In-flight meal not included,10368
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14571
Air India,2019-05-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,6117
Air India,2019-04-27,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Air Asia,2019-05-27,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Jet Airways,2019-06-21,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7754
Air India,2019-03-03,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,12841
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,15078
Multiple Carriers,2019-06-27,Delhi,Cochin,18:15:00,01:30:00,435,1,No Info,13377
Indigo,2019-06-12,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Indigo,2019-04-18,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4174
Air India,2019-06-06,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,9416
Spicejet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No Info,2753
Vistara,2019-03-21,Banglore,Delhi,09:50:00,12:35:00,165,0,No Info,4878
Indigo,2019-03-09,Delhi,Cochin,18:35:00,01:35:00,420,1,No Info,12351
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,04:25:00,610,1,In-flight meal not included,12373
Indigo,2019-03-06,Delhi,Cochin,06:40:00,13:20:00,400,1,No Info,14871
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1,No Info,16079
Multiple Carriers,2019-06-12,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,8266
Indigo,2019-06-01,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6206
Spicejet,2019-05-18,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Multiple Carriers,2019-06-15,Delhi,Cochin,08:30:00,19:15:00,645,1,No Info,8937
Air India,2019-03-01,Banglore,Delhi,05:50:00,16:20:00,630,2,Change airports,15119
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,4392
Air India,2019-04-06,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,4651
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1,No Info,15554
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No Info,8610
Air India,2019-05-21,Kolkata,Banglore,10:00:00,23:15:00,795,1,No Info,11936
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1,No Info,14781
Spicejet,2019-04-15,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,19:15:00,795,1,No Info,10786
Air India,2019-04-24,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,5228
Indigo,2019-03-03,Delhi,Cochin,08:25:00,21:00:00,755,1,No Info,14871
Jet Airways,2019-03-09,Banglore,Delhi,18:20:00,21:00:00,160,0,No Info,8016
Multiple Carriers,2019-04-09,Delhi,Cochin,06:00:00,13:20:00,440,1,No Info,8323
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,10539
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,8016
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8820
Multiple Carriers,2019-05-21,Delhi,Cochin,10:00:00,21:00:00,660,1,No Info,7888
Spicejet,2019-05-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No Info,11467
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13587
Air India,2019-06-06,Kolkata,Banglore,05:50:00,12:30:00,1840,2,No Info,12723
Indigo,2019-06-09,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6442
Multiple Carriers,2019-06-03,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,11789
Jet Airways,2019-03-15,Banglore,Delhi,07:00:00,15:15:00,495,1,In-flight meal not included,9134
Indigo,2019-05-24,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510,1,No Info,11999
Indigo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,6093
Vistara,2019-05-01,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Goair,2019-06-15,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,22:05:00,750,1,In-flight meal not included,10539
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,14533
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,16108
Vistara,2019-04-18,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Indigo,2019-05-18,Delhi,Cochin,14:25:00,17:40:00,195,0,No Info,6015
Spicejet,2019-05-03,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,10368
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,10:25:00,695,1,1 Long layover,31825
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,13029
Vistara,2019-05-12,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,4668
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,12:35:00,1505,1,In-flight meal not included,10262
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1,No Info,11467
Indigo,2019-03-15,Chennai,Kolkata,05:15:00,07:35:00,140,0,No Info,4326
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,7408
Air India,2019-05-21,Kolkata,Banglore,08:20:00,21:50:00,810,2,No Info,10697
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,10:55:00,1520,1,No Info,12692
Spicejet,2019-06-09,Delhi,Cochin,06:05:00,11:20:00,315,1,No Info,5583
Air India,2019-03-09,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5831
Indigo,2019-03-21,Delhi,Cochin,09:10:00,15:30:00,380,1,No Info,9709
Jet Airways,2019-05-24,Delhi,Cochin,23:05:00,19:00:00,1195,2,No Info,15129
Indigo,2019-03-15,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,6297
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,18:15:00,705,1,No Info,14781
Indigo,2019-04-24,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4823
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,10:05:00,775,1,No Info,13784
Air India,2019-05-18,Delhi,Cochin,10:55:00,19:15:00,500,2,No Info,13486
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13727
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,11664
Jet Airways,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,14714
Indigo,2019-03-03,Delhi,Cochin,08:35:00,22:20:00,825,1,No Info,10236
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,23:35:00,395,1,No Info,14151
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,16:45:00,1505,1,No Info,12395
Goair,2019-04-01,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,5171
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2,No Info,13014
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705,1,No Info,14781
Spicejet,2019-06-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,10262
Goair,2019-06-27,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,3419
Indigo,2019-06-27,Delhi,Cochin,16:10:00,22:30:00,380,1,No Info,6412
Spicejet,2019-06-01,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Vistara,2019-03-06,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,12411
Jet Airways,2019-06-06,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,14714
Indigo,2019-04-15,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6287
Jet Airways,2019-03-09,Delhi,Cochin,21:50:00,04:25:00,395,1,No Info,15029
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,22:35:00,1595,1,In-flight meal not included,10844
Indigo,2019-03-15,Mumbai,Hyderabad,20:05:00,21:35:00,90,0,No Info,2754
Air India,2019-05-24,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No Info,9416
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,8586
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,10262
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,7905
Multiple Carriers,2019-05-27,Delhi,Cochin,17:50:00,01:30:00,460,2,No Info,18275
Air Asia,2019-06-03,Delhi,Cochin,16:45:00,06:35:00,830,1,No Info,11410
Indigo,2019-03-01,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No Info,12475
Air India,2019-06-09,Delhi,Cochin,20:00:00,19:15:00,1395,1,No Info,8372
Indigo,2019-06-12,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,3943
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,19:50:00,345,1,No Info,14781
Indigo,2019-05-21,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,3574
Indigo,2019-05-18,Kolkata,Banglore,09:20:00,14:15:00,295,1,No Info,12198
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,10368
Indigo,2019-05-27,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3749
Jet Airways,2019-05-01,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Air Asia,2019-04-06,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,3383
Indigo,2019-05-01,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Jet Airways,2019-05-24,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,21219
Air Asia,2019-03-09,Banglore,Delhi,23:25:00,02:10:00,165,0,No Info,5615
Multiple Carriers,2019-06-15,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,6795
Spicejet,2019-06-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1,No Info,17024
Air India,2019-04-18,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Jet Airways,2019-03-01,Banglore,Delhi,05:45:00,21:20:00,935,1,No Info,27992
Jet Airways,2019-06-27,Delhi,Cochin,11:45:00,04:25:00,1000,2,No Info,13882
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1,No Info,14571
Air India,2019-06-15,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,10454
Spicejet,2019-06-01,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,7317
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,8137
Jet Airways,2019-03-12,Banglore,Delhi,09:45:00,16:00:00,375,1,No Info,12295
Indigo,2019-03-09,Delhi,Cochin,06:40:00,16:10:00,570,1,No Info,6442
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,8452
Indigo,2019-05-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,4784
Air India,2019-05-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,14634
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,8586
Jet Airways,2019-06-12,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,10844
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,18:15:00,705,1,No Info,12681
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,845,1,In-flight meal not included,8586
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,10844
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1,No Info,12692
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,20:45:00,400,1,In-flight meal not included,9899
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,10262
Indigo,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,6838
Air India,2019-06-03,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10231
Air India,2019-06-24,Delhi,Cochin,10:55:00,07:40:00,1245,2,No Info,11753
Jet Airways,2019-03-21,Banglore,Delhi,11:40:00,11:25:00,1425,1,In-flight meal not included,7832
Indigo,2019-05-01,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Multiple Carriers,2019-05-15,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,13727
Air India,2019-05-15,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6094
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25:00,1995,2,In-flight meal not included,8834
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,7787
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,13:20:00,665,1,No Info,17057
Spicejet,2019-03-09,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,4622
Air India,2019-06-12,Delhi,Cochin,18:45:00,19:15:00,1470,2,No Info,11732
Indigo,2019-05-15,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5613
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,8016
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,22:20:00,915,1,No Info,6916
Jet Airways,2019-03-12,Mumbai,Hyderabad,06:30:00,16:35:00,605,2,No Info,23528
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,11:25:00,840,1,No Info,13817
Indigo,2019-03-21,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,5198
Air Asia,2019-06-01,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,4483
Indigo,2019-05-12,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Indigo,2019-03-03,Banglore,Delhi,13:40:00,18:35:00,295,1,No Info,8662
Air India,2019-06-15,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,10975
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:20:00,535,2,No Info,8366
Air India,2019-03-21,Banglore,Delhi,11:50:00,19:50:00,480,1,No Info,5932
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7485
Air India,2019-05-15,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,5228
Air India,2019-04-21,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6121
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,10:05:00,1210,1,In-flight meal not included,11134
Indigo,2019-03-24,Kolkata,Banglore,11:55:00,16:25:00,270,1,No Info,9806
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,19:10:00,575,1,No Info,11467
Air India,2019-05-21,Banglore,Delhi,17:00:00,19:50:00,170,0,No Info,6961
Spicejet,2019-06-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,No Info,3597
Indigo,2019-05-21,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,22:35:00,365,1,In-flight meal not included,7064
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830,2,In-flight meal not included,10919
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,09:45:00,800,1,No Info,13067
Indigo,2019-04-03,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Vistara,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No check-in baggage included,1965
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,8586
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1,No Info,14781
Indigo,2019-03-24,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,6860
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2,In-flight meal not included,11507
Indigo,2019-04-12,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,5780
Indigo,2019-03-03,Delhi,Cochin,09:10:00,01:35:00,985,1,No Info,14871
Jet Airways,2019-03-21,Banglore,Delhi,08:00:00,23:00:00,900,1,In-flight meal not included,7832
Air India,2019-06-15,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,13591
Spicejet,2019-05-06,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Indigo,2019-06-12,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4049
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,13941
Indigo,2019-05-12,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No Info,2754
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,04:25:00,1760,2,No Info,16704
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13587
Air India,2019-03-21,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,11071
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,6480
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2,No Info,13013
Air India,2019-06-15,Delhi,Cochin,13:15:00,19:15:00,1800,2,No Info,12182
Spicejet,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Air Asia,2019-04-21,Delhi,Cochin,07:55:00,13:25:00,330,1,No Info,7452
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,10953
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,04:25:00,1760,2,No Info,16704
Jet Airways,2019-04-06,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,7229
Jet Airways,2019-04-09,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,7229
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,19:00:00,1395,1,No Info,14924
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,19:45:00,2300,2,No Info,16914
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1,In-flight meal not included,10844
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,10953
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,20:45:00,400,1,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,09:25:00,17:20:00,1915,2,No Info,13616
Air India,2019-05-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Multiple Carriers,2019-06-12,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,11789
Spicejet,2019-04-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3971
Air India,2019-06-27,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13591
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570,1,In-flight meal not included,10844
Jet Airways,2019-05-01,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,15129
Air India,2019-05-09,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,14431
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13377
Multiple Carriers,2019-06-09,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,6795
Air India,2019-03-03,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,4937
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5198
Indigo,2019-06-09,Delhi,Cochin,09:15:00,21:00:00,705,1,No Info,6838
Indigo,2019-06-24,Banglore,Delhi,18:15:00,21:20:00,185,0,No Info,4823
Indigo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6426
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,18:00:00,1295,1,No Info,12692
Spicejet,2019-06-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Multiple Carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,13017
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,23:25:00,385,1,No Info,8610
Indigo,2019-06-12,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4823
Indigo,2019-03-27,Delhi,Cochin,11:30:00,01:35:00,845,1,No Info,6206
Multiple Carriers,2019-06-03,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,9001
Indigo,2019-05-01,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Multiple Carriers,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1,In-flight meal not included,7308
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,04:40:00,730,1,No Info,13941
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2,No Info,20694
Multiple Carriers,2019-03-21,Delhi,Cochin,19:00:00,01:35:00,395,1,No Info,10885
Air India,2019-06-12,Kolkata,Banglore,10:00:00,16:15:00,375,1,No Info,11936
Multiple Carriers,2019-06-24,Delhi,Cochin,17:45:00,01:30:00,465,1,In-flight meal not included,5797
Jet Airways,2019-03-21,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,No Info,5678
Vistara,2019-04-18,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5403
Air India,2019-05-24,Kolkata,Banglore,09:25:00,11:10:00,1545,1,No Info,8891
Air India,2019-04-03,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,5176
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,9345
Indigo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,04:25:00,1280,1,No Info,12767
Spicejet,2019-03-01,Banglore,Delhi,15:35:00,23:40:00,485,1,1 Long layover,7744
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,19:00:00,1425,1,No Info,14714
Air India,2019-03-03,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,13885
Air India,2019-03-06,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,15809
Vistara,2019-03-24,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,6558
Spicejet,2019-06-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,3873
Multiple Carriers,2019-06-06,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7198
Air India,2019-03-01,Banglore,Delhi,08:50:00,23:55:00,905,2,No Info,17345
Indigo,2019-05-21,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No Info,2227
Jet Airways,2019-03-21,Banglore,Delhi,08:55:00,15:15:00,380,1,In-flight meal not included,7832
Indigo,2019-06-03,Delhi,Cochin,07:35:00,12:10:00,275,1,No Info,6069
Air India,2019-06-24,Delhi,Cochin,13:15:00,07:40:00,1105,2,No Info,12497
Jet Airways,2019-05-06,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,4030
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,22:35:00,510,1,In-flight meal not included,10844
Spicejet,2019-05-24,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-03-06,Banglore,Delhi,08:00:00,20:20:00,740,1,No Info,16736
